Waste_Weight_kg,Unit_Price_per_kg,Cost_Loss,Day,Month,Meal_Dinner,Meal_Lunch,Food_Category_Rice,Food_Category_Soup,Food_Category_Vegetables,Canteen_Section_B,Canteen_Section_C,Canteen_Section_D,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday
1.79,8.0,14.32,4,8,False,False,False,False,False,False,False,True,True,False,False,False,False,False
0.74,8.0,5.92,17,6,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2.71,3.0,8.13,6,7,True,False,False,False,True,False,False,False,False,False,True,False,False,False
4.14,2.0,8.28,16,6,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.9,8.0,7.2,4,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.21,3.0,3.63,23,6,False,False,False,False,True,True,False,False,True,False,False,False,False,False
0.56,8.0,4.48,10,7,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1.84,8.0,14.72,2,7,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.25,3.0,12.75,8,7,False,False,False,False,True,True,False,False,False,False,False,False,True,False
2.29,2.0,4.58,27,7,True,False,True,False,False,False,False,True,False,False,True,False,False,False
1.76,3.0,5.28,18,6,False,False,False,False,True,False,False,True,False,False,False,False,False,True
4.21,2.0,8.42,7,8,False,True,True,False,False,True,False,False,False,False,False,True,False,False
0.95,3.0,2.85,27,7,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1.22,8.0,9.76,18,6,False,False,False,False,False,False,False,True,False,False,False,False,False,True
3.82,2.0,7.64,8,8,False,True,True,False,False,True,False,False,False,False,False,False,False,False
4.01,2.0,8.02,11,7,True,False,True,False,False,False,True,False,False,False,False,False,False,False
1.15,8.0,9.2,30,6,False,True,False,False,False,False,False,False,True,False,False,False,False,False
4.25,8.0,34.0,30,6,False,True,False,False,False,False,True,False,True,False,False,False,False,False
1.52,2.0,3.04,17,7,False,True,True,False,False,False,True,False,False,False,False,True,False,False
3.56,8.0,28.48,24,6,True,False,False,False,False,False,False,False,False,False,False,False,True,False
3.44,1.5,5.16,18,7,False,True,False,True,False,False,True,False,False,False,False,False,False,False
4.42,3.0,13.26,3,7,True,False,False,False,True,True,False,False,False,False,False,True,False,False
4.82,8.0,38.56,19,7,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1.26,8.0,10.08,31,7,False,False,False,False,False,True,False,False,False,False,False,True,False,False
4.56,8.0,36.48,30,7,False,True,False,False,False,False,False,False,False,False,False,False,False,True
3.7,2.0,7.4,29,6,True,False,True,False,False,True,False,False,False,False,True,False,False,False
4.52,2.0,9.04,22,7,False,True,True,False,False,False,True,False,False,False,False,False,True,False
2.6,2.0,5.2,14,7,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2.73,8.0,21.84,6,7,False,True,False,False,False,False,True,False,False,False,True,False,False,False
2.25,3.0,6.75,22,6,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1.83,3.0,5.49,30,6,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1.55,8.0,12.4,20,7,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1.61,2.0,3.22,29,7,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0.15,8.0,1.2,10,7,False,True,False,False,False,False,False,True,False,False,False,True,False,False
1.46,1.5,2.19,18,7,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2.05,3.0,6.15,27,6,False,True,False,False,True,False,False,False,False,False,False,False,False,False
2.99,8.0,23.92,4,8,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1.1,3.0,3.3,21,7,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.32,2.0,2.64,27,6,False,True,True,False,False,True,False,False,False,False,False,False,False,False
4.64,1.5,6.96,8,8,True,False,False,True,False,False,True,False,False,False,False,False,False,False
4.43,2.0,8.86,25,7,False,False,True,False,False,False,False,True,False,False,False,False,False,False
4.68,2.0,9.36,20,7,False,True,True,False,False,False,True,False,False,False,True,False,False,False
0.41,3.0,1.23,25,6,True,False,False,False,True,False,True,False,False,False,False,False,False,True
2.32,1.5,3.48,27,6,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1.56,1.5,2.34,6,7,False,True,False,True,False,False,False,True,False,False,True,False,False,False
3.59,3.0,10.77,11,7,False,False,False,False,True,True,False,False,False,False,False,False,False,False
4.99,1.5,7.49,13,6,False,True,False,True,False,False,True,False,False,False,False,False,False,False
3.68,2.0,7.36,19,7,False,True,True,False,False,True,False,False,False,True,False,False,False,False
2.81,3.0,8.43,10,8,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0.15,3.0,0.45,14,7,False,False,False,False,True,False,False,True,True,False,False,False,False,False
1.97,3.0,5.91,23,6,True,False,False,False,True,False,True,False,True,False,False,False,False,False
3.2,3.0,9.6,19,6,False,True,False,False,True,True,False,False,False,False,False,True,False,False
1.67,2.0,3.34,3,7,False,True,True,False,False,False,False,True,False,False,False,True,False,False
0.93,2.0,1.86,9,7,False,True,True,False,False,True,False,False,False,False,False,False,False,True
1.69,3.0,5.07,12,7,False,False,False,False,True,False,False,True,False,True,False,False,False,False
4.63,8.0,37.04,21,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2.9,3.0,8.7,2,8,False,True,False,False,True,False,False,True,False,True,False,False,False,False
2.07,8.0,16.56,17,6,True,False,False,False,False,True,False,False,False,False,False,False,True,False
3.54,3.0,10.62,18,6,False,False,False,False,True,True,False,False,False,False,False,False,False,True
4.72,2.0,9.44,27,7,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1.92,3.0,5.76,27,6,False,False,False,False,True,False,False,True,False,False,False,False,False,False
3.34,2.0,6.68,29,7,False,False,True,False,False,True,False,False,False,False,False,False,True,False
0.96,1.5,1.44,17,6,False,False,False,True,False,False,True,False,False,False,False,False,True,False
0.18,8.0,1.44,20,7,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3.43,2.0,6.86,30,6,True,False,True,False,False,False,True,False,True,False,False,False,False,False
1.96,1.5,2.94,2,7,True,False,False,True,False,True,False,False,False,False,False,False,False,True
2.34,1.5,3.51,16,7,False,True,False,True,False,False,False,True,False,False,False,False,False,True
3.83,3.0,11.49,22,7,True,False,False,False,True,False,False,True,False,False,False,False,True,False
3.27,3.0,9.81,14,7,False,False,False,False,True,True,False,False,True,False,False,False,False,False
4.84,2.0,9.68,15,6,False,True,True,False,False,False,False,True,False,False,True,False,False,False
0.57,2.0,1.14,6,8,False,False,True,False,False,False,True,False,False,False,False,False,False,True
4.73,3.0,14.19,30,6,False,False,False,False,True,False,False,True,True,False,False,False,False,False
4.05,8.0,32.4,20,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.33,1.5,0.49,10,7,True,False,False,True,False,False,True,False,False,False,False,True,False,False
4.73,8.0,37.84,9,7,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0.95,8.0,7.6,30,7,False,False,False,False,False,True,False,False,False,False,False,False,False,True
3.9,2.0,7.8,12,6,True,False,True,False,False,True,False,False,False,False,False,True,False,False
0.41,2.0,0.82,15,7,False,True,True,False,False,True,False,False,False,False,False,False,True,False
1.9,2.0,3.8,27,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False
3.43,8.0,27.44,28,6,False,True,False,False,False,False,True,False,False,True,False,False,False,False
4.1,8.0,32.8,23,6,True,False,False,False,False,False,False,True,True,False,False,False,False,False
4.27,1.5,6.4,3,8,False,False,False,True,False,False,True,False,False,False,True,False,False,False
4.76,3.0,14.28,16,6,False,True,False,False,True,False,True,False,True,False,False,False,False,False
3.64,3.0,10.92,3,7,True,False,False,False,True,False,False,False,False,False,False,True,False,False
4.36,3.0,13.08,17,6,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4.97,3.0,14.91,4,8,True,False,False,False,True,False,False,True,True,False,False,False,False,False
1.51,1.5,2.27,10,8,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0.59,8.0,4.72,30,7,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0.52,2.0,1.04,19,6,True,False,True,False,False,False,False,False,False,False,False,True,False,False
2.04,2.0,4.08,20,6,True,False,True,False,False,False,True,False,False,False,False,False,False,False
2.28,2.0,4.56,23,6,False,True,True,False,False,False,False,True,True,False,False,False,False,False
2.14,3.0,6.42,20,7,True,False,False,False,True,False,True,False,False,False,True,False,False,False
4.2,2.0,8.4,8,8,True,False,True,False,False,False,False,True,False,False,False,False,False,False
4.85,1.5,7.27,27,7,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1.58,1.5,2.37,31,7,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2.54,1.5,3.81,9,8,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4.17,3.0,12.51,24,6,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0.57,3.0,1.71,23,7,False,True,False,False,True,False,True,False,False,False,False,False,False,True
3.59,8.0,28.72,23,7,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0.28,8.0,2.24,30,7,True,False,False,False,False,False,False,True,False,False,False,False,False,True
1.08,8.0,8.64,28,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False
4.28,1.5,6.42,18,6,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1.55,1.5,2.33,5,8,True,False,False,True,False,False,False,True,False,False,False,False,True,False
4.79,1.5,7.19,10,8,True,False,False,True,False,True,False,False,False,False,True,False,False,False
3.4,1.5,5.1,8,7,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1.02,8.0,8.16,4,8,False,True,False,False,False,False,False,True,True,False,False,False,False,False
3.35,3.0,10.05,16,6,True,False,False,False,True,True,False,False,True,False,False,False,False,False
3.63,1.5,5.45,22,7,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0.24,3.0,0.72,25,7,False,False,False,False,True,True,False,False,False,False,False,False,False,False
4.92,2.0,9.84,14,7,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3.19,8.0,25.52,5,8,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1.68,3.0,5.04,11,6,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1.9,8.0,15.2,23,6,True,False,False,False,False,True,False,False,True,False,False,False,False,False
2.56,1.5,3.84,24,6,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0.52,2.0,1.04,15,7,True,False,True,False,False,False,True,False,False,False,False,False,True,False
3.5,3.0,10.5,9,8,True,False,False,False,True,False,False,True,False,True,False,False,False,False
2.1,3.0,6.3,13,7,False,True,False,False,True,False,False,True,False,False,True,False,False,False
4.85,2.0,9.7,7,8,True,False,True,False,False,False,False,False,False,False,False,True,False,False
4.49,8.0,35.92,11,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.85,8.0,30.8,16,7,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.63,3.0,1.89,4,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3.92,8.0,31.36,1,8,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1.82,2.0,3.64,26,6,True,False,True,False,False,True,False,False,False,False,False,True,False,False
1.32,1.5,1.98,24,7,False,False,False,True,False,False,False,True,False,False,False,True,False,False
2.36,1.5,3.54,13,7,False,True,False,True,False,True,False,False,False,False,True,False,False,False
4.49,1.5,6.74,25,7,True,False,False,True,False,True,False,False,False,False,False,False,False,False
2.51,3.0,7.53,23,7,False,False,False,False,True,False,False,True,False,False,False,False,False,True
2.2,2.0,4.4,25,6,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2.14,1.5,3.21,5,8,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4.66,2.0,9.32,8,8,True,False,True,False,False,True,False,False,False,False,False,False,False,False
2.12,8.0,16.96,19,7,True,False,False,False,False,True,False,False,False,True,False,False,False,False
2.57,3.0,7.71,9,8,False,True,False,False,True,False,False,False,False,True,False,False,False,False
4.9,1.5,7.35,15,6,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2.11,8.0,16.88,23,6,False,True,False,False,False,False,True,False,True,False,False,False,False,False
4.18,2.0,8.36,18,6,False,True,True,False,False,False,True,False,False,False,False,False,False,True
3.92,1.5,5.88,23,7,True,False,False,True,False,False,True,False,False,False,False,False,False,True
3.97,1.5,5.96,17,6,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1.44,2.0,2.88,12,6,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1.37,1.5,2.06,24,7,False,True,False,True,False,False,False,False,False,False,False,True,False,False
